source,created_at,text,is_retweet,id_str
Twitter Web Client,Fri Mar 17 22:57:49 +0000 2017,RT @POTUS: Weekly Address - 11:00 A.M. tomorrow! #MAGA 🇺🇸 ➡️ https://t.co/ztQkg5Niwv https://t.co/P7n7b8T2cD,True,842872631183446021
TweetDeck,Wed Mar 01 03:49:51 +0000 2017,.@SpeakerRyan on tonight's #JointAddress https://t.co/arTrMgaYR0,False,836785528280350721
TweetDeck,Fri Feb 24 22:13:00 +0000 2017,ICYMI: @POTUS Trump spoke at @CPAC earlier today. Watch his remarks here: https://t.co/YNJGyFknLN https://t.co/K7H1kyyy6W,False,835251208507932672
Twitter Web Client,Tue Mar 14 19:30:33 +0000 2017,"Join us as @VP Pence participates in the swearing-in of the Administrator of @CMSGov, Seema Verma:… https://t.co/jw1GzAXDy0",False,841733306286759938
Twitter Web Client,Wed Mar 01 04:40:30 +0000 2017,"RT @cathymcmorris: Tonight, I'm reminded that @POTUS is a man of action. Read my full statement here: https://t.co/varBNZPr5Y #Jointsession",True,836798277601361922
Twitter Web Client,Thu Mar 16 20:43:40 +0000 2017,RT @POTUS: We will rebuild our MILITARY. We will keep our people SAFE. We will take care of our VETS. We will put #AmericaFirst https://t.c…,True,842476481653661696
TweetDeck,Wed Mar 01 03:40:13 +0000 2017,.@RepAndyBiggsAZ on tonight's #JointAddress https://t.co/hhuCuWWQGb,False,836783102722719746
Twitter Web Client,Fri Feb 24 00:57:48 +0000 2017,RT @VP: WATCH LIVE to see my message about @POTUS Trump's agenda to the men &amp; women of the conservative movement at @CPAC. https://t.co/Fui…,True,834930290426540032
Twitter Web Client,Wed Mar 29 12:35:36 +0000 2017,"RT @POTUS: Tonight I'm proud to sign S. 305, which encourages the display of the U.S. flag on National Vietnam War Veterans Day tomorrow, M…",True,847064696930914304
TweetDeck,Fri Mar 24 13:57:01 +0000 2017,Watch LIVE as @POTUS holds a National Economic Council meeting: https://t.co/NCx2afIqIY https://t.co/tmdI4tM6JN,False,845273247537123329
Twitter Web Client,Sat Mar 25 15:21:21 +0000 2017,RT @POTUS: ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!,True,845656860028010499
Twitter Web Client,Tue Jan 24 19:34:28 +0000 2017,".@Ford CEO Mark Fields on @POTUS decision to withdraw from TPP: ""We appreciate the President's courage to walk away from a bad trade deal.""",False,823977284768038912
Twitter Web Client,Thu Mar 23 21:54:20 +0000 2017,Be sure to follow us on @Snapchat: https://t.co/oIs7HVheAq https://t.co/MpAZZ3g8bf,False,845030979622391808
TweetDeck,Wed Mar 01 04:46:05 +0000 2017,.@RepSteveChabot on tonight's #JointAddress https://t.co/X2kwtTF1Ah,False,836799682324094976
Media Studio,Mon Mar 20 14:09:01 +0000 2017,.@POTUS kept his promise to nominate an exceptionally qualified individual to #SCOTUS. It's time for the Senate to… https://t.co/AFNKgs3CIX,False,843826718502674433
Twitter Web Client,Wed Jan 25 22:53:38 +0000 2017,RT @VP: The Dow closes above 20K for 1st time in history. US economy is being unleashed under President @realDonaldTrump. 🇺🇸 https://t.co/z…,True,824389797506613249
Twitter for iPhone,Wed Jan 25 12:45:44 +0000 2017,RT @realDonaldTrump: I will be making my Supreme Court pick on Thursday of next week.Thank you!,True,824236812679966720
Twitter Web Client,Tue Jan 24 16:12:32 +0000 2017,.@POTUS Trump met w/ automobile industry leaders in the Roosevelt Room this morning — delivering on his promise to… https://t.co/wzuWRaKCLY,False,823926468002648065
Twitter Web Client,Wed Feb 01 18:07:19 +0000 2017,RT @POTUS: Moment of prayer last night after my nomination of Judge Neil Gorsuch for #SCOTUS. It was an honor having Maureen and Fr. Scalia…,True,826854458659393540
TweetDeck,Thu Feb 23 15:57:45 +0000 2017,Join us LIVE as @POTUS Trump leads a listening session with manufacturing CEOs: https://t.co/WpumKfclto,False,834794382687625216
Twitter Web Client,Wed Jan 25 15:46:32 +0000 2017,We're having an incredible 1st week at the White House — 10 Executive Orders &amp; Memorandums from @POTUS Trump so far… https://t.co/1SB1Qfa9iH,False,824282315002150913
Twitter Web Client,Fri Mar 31 13:39:35 +0000 2017,Tune in for @POTUS' Weekly Address at 10am: https://t.co/0iMrRnSa8V https://t.co/9A5GxWlCHk,False,847805577505849344
TweetDeck,Wed Mar 01 03:27:59 +0000 2017,RT @SenOrrinHatch: VIDEO: Hatch reacts to @POTUS's #JointSession address. #tcot #utpol https://t.co/LV4GsTMHYe,True,836780027136061440
Twitter Web Client,Mon Jan 30 22:56:54 +0000 2017,"RT @realDonaldTrump: The American dream is back. We’re going to create an environment for small business like we haven’t had in many, many…",True,826202559018913797
Twitter Web Client,Thu Feb 02 00:14:49 +0000 2017,"Tune in now for the LIVE ceremonial swearing-in of our new Secretary of State, Rex Tillerson! https://t.co/1wTnWbBJ9o",False,826946942857003008
Twitter Web Client,Thu Mar 30 13:40:23 +0000 2017,"RT @PressSec: Today, @POTUS meets w/ Treasury Sec. @stevenmnuchin1, hosts lunch on #opioidcrisis and welcomes PM @larsloekke to @WhiteHouse…",True,847443390199242753
Twitter Web Client,Sat Jan 21 20:09:30 +0000 2017,A behind-the-scenes look as @POTUS Trump walks out to be sworn in as America's 45th President. #Inauguration https://t.co/mtoKzZDoW3,False,822898940802699271
TweetDeck,Wed Mar 01 04:53:59 +0000 2017,.@RepJoeWilson on tonight's #JointAddress https://t.co/6yDyHJx1tn,False,836801670394830852
Media Studio,Fri Mar 17 15:14:34 +0000 2017,Stories like Dr. Armstrong's are why @POTUS is fighting to #RepealAndReplace #Obamacare. Share your story here:… https://t.co/xYuOqvIOea,False,842756049929093120
TweetDeck,Wed Mar 01 04:12:00 +0000 2017,RT @Reince45: .@POTUS delivered an exceptionally inspiring speech in tonight's #JointAddress. It's an honor to witness such a historic mome…,True,836791104121024512
Twitter for iPhone,Tue Apr 04 16:28:56 +0000 2017,RT @POTUS: Watch live as I deliver remarks at the 2017 NABTU National Legislative Conference: https://t.co/Tvu848FMWU https://t.co/8IjKdQC2…,True,849297745278115841
Twitter Web Client,Tue Mar 14 14:22:57 +0000 2017,"RT @Cabinet: Welcome to our account! Follow for exclusive content, news, and updates pertaining to @POTUS Trump's Cabinet Secretaries.",True,841655895331340289
Twitter Web Client,Fri Jan 20 17:03:30 +0000 2017,It’s official. Our 45th president has taken the oath of office &amp; we couldn't be more excited! Congratulations to @POTUS Trump #Inauguration,False,822489744915525633
TweetDeck,Wed Mar 01 02:52:35 +0000 2017,"""EVERY American child..."" #JointAddress #AmericanSpirit https://t.co/VbGM87EuRI",False,836771117457108993
Twitter for iPhone,Sat Mar 18 20:11:20 +0000 2017,Read @POTUS' #AmericaFirst Budget Blueprint to #MakeAmericaGreatAgain: https://t.co/I5gAY8wzae https://t.co/nhei8em6bS,False,843193120196124672
Twitter Web Client,Fri Apr 07 14:16:54 +0000 2017,RT @POTUS: Tonight I ordered a targeted military strike...... https://t.co/3nUzrdiGzX,True,850351681292390400
Twitter for iPhone,Tue Jan 31 01:48:46 +0000 2017,RT @realDonaldTrump: The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now…,True,826245810589409281
Twitter for iPhone,Thu Feb 02 02:06:09 +0000 2017,"RT @VP: As #BlackHistoryMonth begins, we remember when Pres. Lincoln submitted the 13th Amendment, ending slavery, to the states #NationalF…",True,826974960052797440
Media Studio,Sat Mar 18 22:19:02 +0000 2017,#ICYMI: Watch @POTUS' Weekly Address https://t.co/99jsORXx4T https://t.co/qysLcgrfNK,False,843225258060529664
Media Studio,Sat Apr 01 19:31:05 +0000 2017,#ICYMI: Watch @POTUS' Weekly Address https://t.co/FWlUF44KBq https://t.co/zezFWT3gGB,False,848256423922290688
TweetDeck,Wed Mar 01 03:52:36 +0000 2017,.@JimPressOffice on tonight's #JointAddress https://t.co/Q11nYRd2pE,False,836786221464584194
Twitter for iPhone,Tue Jan 24 20:28:01 +0000 2017,RT @POTUS: Meeting with members of the Senate leadership at the @WhiteHouse now with @VP Pence. https://t.co/SjpbTV1ysS,True,823990763994419202
Twitter Web Client,Fri Feb 03 16:00:07 +0000 2017,.@POTUS &amp; @FLOTUS invite Americans to wear red today to raise awareness about ❤ disease &amp; improve our nation's heal… https://t.co/HF6eu5Mcfv,False,827547222455775232
Media Studio,Tue Apr 18 13:43:04 +0000 2017,It was a great day yesterday at the 139th White House #EasterEggRoll hosted by @FLOTUS! https://t.co/8hW3YCtVug,False,854329434307997696
Twitter Web Client,Mon Apr 10 17:19:22 +0000 2017,RT @PressSec: Congratulations to #SCOTUS Associate Justice #Gorsuch https://t.co/lJW9oojrxI,True,851484766339813376
Twitter Web Client,Fri Jan 27 19:05:30 +0000 2017,RT @VP: It was my honor to speak at the @March_for_Life today w/ my family &amp; share the commitment of @POTUS to restore culture of life in A…,True,825057160421859328
Twitter Web Client,Fri Mar 17 13:40:42 +0000 2017,RT @POTUS: Happy Lá Fheile Phadraig to all of my great Irish friends!,True,842732428393353218
Twitter for iPhone,Sat Apr 22 03:55:47 +0000 2017,"RT @realDonaldTrump: After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first tour…",True,855631192326111232
Twitter Web Client,Fri Jan 27 20:44:21 +0000 2017,RT @realDonaldTrump: Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk,True,825082036893396993
Twitter for iPhone,Sun Jan 22 22:31:40 +0000 2017,RT @POTUS: It was an honor to host our amazing teams of law enforcement at the @WhiteHouse this afternoon. @VP Pence and I are grateful for…,True,823297103111786497
Twitter for iPhone,Thu Jan 26 15:32:59 +0000 2017,RT @VP: Beautiful morning for @SecondLady Karen Pence and my 1st flight aboard Marine Two. Next stop Air Force Two. Will be in Philadelphia…,True,824641291086692355
TweetDeck,Wed Mar 01 02:48:12 +0000 2017,RT @PressSec: Today is #RareDiseaseDay and @POTUS welcomes survivor Megan Crowley #JointAddress,True,836770014518784001
Twitter Web Client,Fri Jan 27 12:50:44 +0000 2017,"RT @PressSec: Another busy day for @POTUS - meeting with @theresa_may at WH , swearing in of SECDEF at Pentagon and signing of executive me…",True,824962846157045763
Media Studio,Thu Apr 20 14:46:30 +0000 2017,"Yesterday, @POTUS welcomed the New England @Patriots to the White House. https://t.co/SYi7bAUlKO",False,855070174935830528
TweetDeck,Thu Feb 16 22:52:31 +0000 2017,"Coming up LIVE: @VP Pence participates in the swearing-in of OMB Director, Mick Mulvaney: https://t.co/FRmhXRiQVz https://t.co/rNeeXvVdGM",False,832362046587035648
TweetDeck,Thu Feb 16 21:37:13 +0000 2017,.@POTUS Donald J. Trump Nominates R. Alexander Acosta to be Secretary of @USDOL: https://t.co/JjxmEXzNGd,False,832343098042830848
TweetDeck,Wed Mar 01 02:32:42 +0000 2017,#JointAddress #AmericanSpirit https://t.co/PEH6aRy0ao,False,836766112503185408
Twitter Web Client,Wed Feb 01 00:50:21 +0000 2017,RT @POTUS: Join me live from the @WhiteHouse as I announce my nomination for United States Supreme Court Justice. https://t.co/nWU7O6EyQ6 h…,True,826593494567362561
Twitter Web Client,Fri Jan 20 18:39:18 +0000 2017,"""January 20th 2017, will be remembered as the day the people became the rulers of this nation again."" - @POTUS",False,822513852847796224
Twitter Web Client,Mon Apr 24 14:01:39 +0000 2017,Tune in as @POTUS calls @NASA @AstroPeggy Whitson: https://t.co/xc6X53SB8Z #CongratsPeggy https://t.co/3E6JrPq3m5,False,856508437047455744
Twitter Web Client,Thu Mar 16 19:46:19 +0000 2017,"RT @PressSec: Today, @POTUS was honored to recognize the 105th birthday of the oldest Pearl Harbor survivor Ray Chavez for his service to o…",True,842462049422716929
Twitter for iPhone,Wed Jan 25 17:58:16 +0000 2017,RT @VP: It was my privilege to administer the Oath of Office to the new United States Ambassador to the United Nations @nikkihaley. https:/…,True,824315464771891200
TweetDeck,Wed Mar 01 03:02:57 +0000 2017,"""And NONE are greater or braver than those who fight for America in uniform."" #JointAddress #AmericanSpirit https://t.co/beX3JackEM",False,836773728189046786
TweetDeck,Wed Mar 01 17:11:08 +0000 2017,.@RepTomEmmer on last night's #JointAddress https://t.co/7esnnStwEf,False,836987176546074624
Twitter for iPhone,Wed Apr 19 07:34:53 +0000 2017,RT @VP: Privilege to speak with members of American Chamber of Commerce in Japan &amp; Japanese business leaders on @POTUS economic message. #V…,True,854599165585879040
Twitter Web Client,Tue Mar 28 15:21:15 +0000 2017,RT @PressSec: .@POTUS @VP &amp; Attorney General Sessions welcome members of @GLFOP to @WhiteHouse https://t.co/OjIMiVbFnv,True,846743997150367744
Twitter for iPhone,Fri Feb 03 23:14:58 +0000 2017,RT @SenatorEnzi: Senate leaders applaud action by White House to stop big government “fiduciary rule”. https://t.co/l2zRXeIUJm,True,827656654284001280
Twitter Web Client,Fri Apr 14 17:38:10 +0000 2017,"RT @Reince45: Another successful week:
✔️Justice Gorsuch sworn in
✔️Recognized ATL 1st responders
✔️Reaffirmed commitment to NATO alliance…",True,852939045948805120
Twitter Web Client,Thu Mar 16 14:04:13 +0000 2017,RT @OMBPress45: Proud that our first tweet shares @POTUS' budget that puts #AmericaFirst. #AmericasBudget: https://t.co/vk1wr1iaO1 https://…,True,842375956685807620
Twitter Web Client,Tue Mar 21 18:49:22 +0000 2017,RT @POTUS: #ConfirmGorsuch #SCOTUS https://t.co/EnzFXVMp1M,True,844259657304752129
TweetDeck,Wed Mar 01 14:21:24 +0000 2017,.@RepJeffDuncan on last night's #JointAddress https://t.co/BMJCYGO9ta,False,836944463842918400
Twitter Web Client,Wed Feb 15 16:21:51 +0000 2017,Coming up LIVE: @POTUS Trump participates in a joint press conference with @IsraeliPM Netanyahu:… https://t.co/musxcl7Eg0,False,831901345636577280
Twitter Web Client,Fri Jan 27 18:17:39 +0000 2017,"Tune in now for a joint press conference with @POTUS Trump and PM @theresa_may!
https://t.co/apbHjgoyF9 https://t.co/x4SvGECrLi",False,825045118512144384
SnappyTV.com,Wed Mar 01 17:54:25 +0000 2017,ICYMI: Watch @POTUS Trump's #JointAddress to Congress https://t.co/zT56mxV2St,False,836998070009155584
Twitter Web Client,Fri Apr 14 15:05:24 +0000 2017,Tune in to @POTUS' Weekly Address: https://t.co/4j9T9h2pDG https://t.co/Z6G3apqidJ,False,852900601096785926
TweetDeck,Sat Mar 11 21:21:01 +0000 2017,.@POTUS Trump's First 50 Days of Action: Achieving Results for the American People https://t.co/Xw15oqp712 https://t.co/HMDPDAMvGu,False,840673942092300292
TweetDeck,Wed Mar 01 03:00:14 +0000 2017,RT @POTUS: Ryan’s legacy is etched into eternity. #AmericanSpirit,True,836773041514373126
Twitter for iPhone,Sun Jan 29 19:22:34 +0000 2017,RT @VP: We mourn the loss of a hero in battle against radical Islamic terror. Our prayers go to loved ones of fallen service member &amp; the w…,True,825786232554811393
Twitter Web Client,Thu Mar 16 16:08:09 +0000 2017,RT @POTUS: A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/A0t…,True,842407146411163648
Twitter for iPhone,Sat Jan 28 21:54:11 +0000 2017,RT @POTUS: Signed some additional executive orders in the Oval Office moments ago- https://t.co/fgIaVW5aJD,True,825461998519468032
Twitter Web Client,Sat Jan 28 18:58:30 +0000 2017,RT @VP: Welcomed my good friend Governor @EricGreitens to the White House today. He is doing a great job for the people of Missouri. https:…,True,825417786247749632
Twitter Web Client,Tue Jan 31 22:33:31 +0000 2017,"RT @POTUS: Join me live from the @WhiteHouse at 8:00pm tonight. #SCOTUS 
https://t.co/7OJvZaW0Y7 https://t.co/nJyeYyACQ1",True,826559062775042049
Twitter for iPhone,Thu Feb 02 21:19:43 +0000 2017,RT @VP: Honored to welcome German Vice Chancellor &amp; Min. for Foreign Affairs Gabriel to the White House today to discuss NATO &amp; transatlant…,True,827265264228016130
TweetDeck,Wed Mar 01 03:34:20 +0000 2017,"RT @SenThadCochran: .@POTUS brings new energy to American leadership, offers challenging agenda to make USA stronger. #JointAddress https:/…",True,836781622594785280
Twitter for iPhone,Thu Jan 26 15:33:05 +0000 2017,RT @VP: Humbled to board Air Force Two for 1st time with @SecondLady. We will see you shortly in Philadelphia to talk about @POTUS agenda f…,True,824641314520240129
Twitter Web Client,Sat Jan 21 21:40:10 +0000 2017,"""Do not allow anyone to tell you that it cannot be done. No challenge can match the HEART and FIGHT and SPIRIT of A… https://t.co/bXYAH4cjVB",False,822921756734324738
Twitter Web Client,Wed Apr 19 19:44:25 +0000 2017,RT @PressSec: .@POTUS signs the Veterans Choice Program Extension and Improvement Act to help vets get better access to healthcare https://…,True,854782758979293185
TweetDeck,Wed Mar 01 03:11:08 +0000 2017,#JointAddress #AmericanSpirit https://t.co/7Gm3IhNEqm,False,836775787638452224
Twitter Web Client,Thu Apr 20 14:36:26 +0000 2017,"RT @POTUS: It was my honor, thank you! https://t.co/s0msgZlsYK",True,855067638850088960
Twitter for iPhone,Mon Apr 03 01:18:30 +0000 2017,".@POTUS &amp; @FLOTUS are honored to light up the White House this evening for 
#WorldAutismAwarenessDay… https://t.co/ZNnbrZCN7J",False,848706238703693824
Twitter Web Client,Fri Jan 27 18:15:12 +0000 2017,RT @PressSec: The United Kingdom's Prime Minister @theresa_may becomes the first head of government to sign the White House book under @POT…,True,825044503509790723
Twitter Web Client,Tue Apr 18 14:29:24 +0000 2017,"RT @PressSec: .@POTUS headed to Kenosha, WI to visit @Snapon_Tools and sign executive order on Buy American, Hire American",True,854341093621714944
TweetDeck,Wed Mar 01 04:04:25 +0000 2017,.@RepFredUpton on tonight's #JointAddress https://t.co/FYpjHqAgZI,False,836789193200267269
Twitter for iPhone,Thu Apr 06 18:28:53 +0000 2017,RT @VPPressSec: .@VP Mike Pence &amp; @SecondLady to visit US troops and key American allies in Asia-Pacific later this month. https://t.co/NNL…,True,850052707327111168
TweetDeck,Wed Mar 01 02:45:55 +0000 2017,"""Our citizens deserve this, and so much more - so why not join forces to finally get it done?"" #JointAddress https://t.co/rGWd4yyvFJ",False,836769439970390017
Twitter Web Client,Fri Mar 24 13:14:30 +0000 2017,"RT @POTUS: After seven horrible years of ObamaCare (skyrocketing premiums &amp; deductibles, bad healthcare), this is finally your chance for a…",True,845262549272670208
TweetDeck,Wed Mar 01 03:43:08 +0000 2017,.@JudgeCarter on tonight's #JointAddress https://t.co/YxubXsVkZv,False,836783837652873216
Twitter Web Client,Fri Jan 27 21:03:44 +0000 2017,RT @POTUS: Joint Statement on U.S. - Mexico Relations: https://t.co/wPWdC9K0xj,True,825086913921028096
Twitter for iPhone,Mon Feb 06 17:46:59 +0000 2017,"'@VP Pence Takes Wounded Warriors to #SuperBowl'
https://t.co/63kCEpzPR9",False,828661277576876033
Twitter Web Client,Mon Feb 20 21:37:17 +0000 2017,.@POTUS Trump’s First Month: Achieving Results for the American People https://t.co/3mYxqWRKE6,False,833792665867186177
TweetDeck,Wed Mar 01 05:14:42 +0000 2017,.@repbuddycarter on tonight's #JointAddress https://t.co/BDLFVNK0N9,False,836806882186702848
TweetDeck,Wed Mar 01 03:08:59 +0000 2017,"RT @POTUS: We are one people, with one destiny.

We all bleed the same blood.

We all salute the same flag.

And we are all made by the sam…",True,836775244903895042
Twitter for iPhone,Mon Feb 13 17:00:19 +0000 2017,RT @realDonaldTrump: Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri,True,831186249411129348
Twitter Web Client,Tue Jan 24 20:27:18 +0000 2017,"Today @POTUS Trump took action to expedite high priority energy &amp; infrastructure projects:
✔️Keystone XL pipeline… https://t.co/8Oahb4NGEP",False,823990581370163200
Twitter for iPhone,Fri Apr 07 17:39:30 +0000 2017,Tune in to @POTUS' Weekly Address: https://t.co/lAyF03KZuF https://t.co/u371LAnQ7u,False,850402669239963649
Twitter Web Client,Mon Apr 03 14:41:33 +0000 2017,"Today @POTUS welcomes the President of the Arab Republic of Egypt, Abdel Fattah el-Sisi, to the White House. https://t.co/dwIZ8V1bOw",False,848908332282904576
Twitter for iPhone,Wed Apr 19 07:35:05 +0000 2017,"RT @VP: Under @POTUS leadership, the US seeks stronger &amp; more balanced trade relationship w/Japan. Our goal is simple:trade that's both fre…",True,854599217838530560
Twitter for iPhone,Wed Feb 01 00:32:52 +0000 2017,RT @realDonaldTrump: Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M.,True,826589098399907841
Twitter for iPhone,Tue Feb 14 05:24:42 +0000 2017,"POTUS Trump Names Lt. General Joseph Keith Kellogg, Jr. as Acting National Security Advisor-Accepts Resignation of… https://t.co/5bGoYzIBEb",False,831373581561032704
Twitter Web Client,Mon Mar 13 22:51:38 +0000 2017,.@POTUS Trump meets with victims of #Obamacare: https://t.co/53fRHctRuk https://t.co/kGdbg49Vy2,False,841421521499410436
Twitter Web Client,Fri Jan 20 20:06:58 +0000 2017,An incredible moment in American history — @POTUS Trump taking the oath of office. https://t.co/o1N1QMGB1s,False,822535914937257989
Twitter Web Client,Mon Mar 13 23:08:21 +0000 2017,RT @POTUS: #Obamacare has led to📈costs &amp; fewer📉health insurance options for millions of Americans. How has it impacted you? ➡️https://t.co/…,True,841425728503742465
Twitter Web Client,Fri Feb 03 15:55:00 +0000 2017,"We honor this month as American Heart Month to remember those who have lost their lives to heart disease.❤
https://t.co/5gN5wG8JKU",False,827545936062795781
TweetDeck,Wed Mar 01 04:27:07 +0000 2017,.@RepGoodlatte on tonight's #JointAddress https://t.co/E7Tsot2mpa,False,836794907855552518
Twitter Web Client,Thu Mar 30 23:22:08 +0000 2017,RT @POTUS: Weekly Address - 10:00 A.M. tomorrow! #MAGA ➡️ https://t.co/umsr7N7YHN https://t.co/2kIysOYVCw,True,847589792414130177
TweetDeck,Wed Mar 01 04:08:58 +0000 2017,.@virginiafoxx on tonight's #JointAddress https://t.co/aNxbWuj3VM,False,836790338912137216
Twitter Web Client,Tue Jan 24 19:35:45 +0000 2017,".@GM CEO Mary Barra: ""There's a huge opportunity"" to improve the environment, safety, jobs creation, &amp; ""competitiveness of manufacturing.""",False,823977611445633024
Twitter Web Client,Fri Feb 03 22:05:32 +0000 2017,RT @POTUS: Remarks by President Trump at Signing of Executive Order on Fiduciary Rule: https://t.co/kMRFhlXlHe https://t.co/CKiU61iBqh,True,827639181669232640
Twitter for iPhone,Mon Jan 30 14:06:28 +0000 2017,RT @realDonaldTrump: I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesd…,True,826069070114066432
TweetDeck,Wed Mar 01 02:58:07 +0000 2017,"""I am sending the Congress a budget that rebuilds the military..."" #JointAddress #AmericanSpirit https://t.co/eZHuzpnhxA",False,836772510066741248
Twitter for iPhone,Thu Jan 26 23:17:41 +0000 2017,RT @VP: This is Nat'l School Choice Week. @POTUS &amp; I are committed to making a great education possible for all our children https://t.co/T…,True,824758237811638272
Twitter for iPhone,Sat Feb 04 03:27:03 +0000 2017,"Statement by the Press Secretary:
At the earliest possible time, the Dept. of Justice intends to file an emergency...https://t.co/hJKLPqHSg1",False,827720094415478785
Twitter for iPhone,Fri Jan 27 14:39:29 +0000 2017,RT @PressSec: When @vp addresses #MarchForLife today it will be the first time a sitting Vice President has spoken in person March,True,824990215190241281
Twitter for iPhone,Thu Feb 09 01:12:05 +0000 2017,RT @dougducey: BIG ANNOUNCEMENT!! HUGE NEWS!! NEW JOBS FOR #ARIZONA! @intel @bkrunner @realDonaldTrump @POTUS @WhiteHouse https://t.co/HgsX…,True,829498067242057730
Twitter Web Client,Fri Mar 31 18:47:59 +0000 2017,Watch LIVE as @POTUS signs executive orders regarding trade: https://t.co/Ao8fuZWbOQ https://t.co/lwO8BqGaEl,False,847883188349358081
Twitter Web Client,Mon Mar 27 19:51:33 +0000 2017,"RT @POTUS: I'll keep working with Congress, agencies, and the American people until we eliminate every unnecessary, job-killing regulation…",True,846449631512985600
Twitter Web Client,Fri Apr 07 15:29:33 +0000 2017,RT @VP: Honored to arrive at Capitol to preside in the Senate during the confirmation of Neil Gorsuch to serve as Associate Justice of the…,True,850369966889152515
Twitter Web Client,Fri Jan 20 18:53:27 +0000 2017,"""From this day forward, a new vision will govern our land. From this moment on, it’s going to be America First."" - @POTUS",False,822517413732192256
Twitter Web Client,Tue Mar 14 16:24:03 +0000 2017,"RT @fema: If you’re out shoveling snow this morning, check on your neighbors to see if there’s anything they need. #blizzard2017 https://t.…",True,841686373530775553
Twitter for iPhone,Sat Jan 28 03:45:43 +0000 2017,RT @POTUS: I will be America's greatest defender and most loyal champion. -DJT https://t.co/wukJ6YqvLu,True,825188075852668928
Twitter Web Client,Fri Mar 03 14:11:43 +0000 2017,Watch @POTUS Trump's Weekly Address today at 11:00am EST: https://t.co/vi7eJ7Wi3E https://t.co/KZFHqXkwME,False,837666801010028545
Twitter Web Client,Thu Mar 09 18:09:10 +0000 2017,Tune in: https://t.co/Q2lnRQbKfp https://t.co/J3V7RUkqK1,False,839900884624625664
TweetDeck,Wed Mar 01 04:48:42 +0000 2017,RT @senrobportman: My reaction to #POTUS's #JointAddress: https://t.co/6nOhVvsm7l,True,836800338925600768
TweetDeck,Wed Mar 01 03:47:23 +0000 2017,.@RepAlexMooney on tonight's #JointAddress https://t.co/MMfzsCuLgx,False,836784906776817664
Twitter Web Client,Sun Jan 29 17:53:40 +0000 2017,RT @POTUS: Presidential Memorandum Organization of the National Security Council and the Homeland Security Council: https://t.co/8bMNArkQH1…,True,825763859503919105
Twitter Web Client,Fri Feb 03 17:33:22 +0000 2017,"RT @GorsuchFacts: Yesterday, #SCOTUS nominee Judge Gorsuch met with Senators all over the Capitol…he also met with this puppy. #JusticeGors…",True,827570689846702080
Twitter Web Client,Sat Jan 28 15:57:06 +0000 2017,"RT @realDonaldTrump: Today, we remember the crew of the Space Shuttle Challenger, 31 years later. #NeverForget https://t.co/OhshQsFRfl",True,825372136940400641
Media Studio,Wed Mar 15 15:13:04 +0000 2017,.@POTUS is fighting to #RepealAndReplace #Obamacare because of stories like Mrs. Couey's. Share your own story:… https://t.co/03kbulewVn,False,842030895565434881
Twitter Web Client,Tue Feb 14 19:05:16 +0000 2017,.@FLOTUS Melania Trump is pleased to announce the White House Visitors Office will resume public tours on March 7th https://t.co/FhJUf1UP1m,False,831580081814458368
Twitter for iPhone,Thu Feb 02 02:48:01 +0000 2017,RT @StateDept: Watch the swearing in of Secretary of State Tillerson at the @WhiteHouse. https://t.co/xRDWIv09Ce,True,826985494336663552
TweetDeck,Thu Feb 16 20:44:03 +0000 2017,Join us LIVE as @POTUS Trump signs H.J.Res. 38: https://t.co/T2M5qxSWBs,False,832329716837281792
TweetDeck,Wed Mar 01 02:39:33 +0000 2017,"""Buy American, and hire American!"" #JointAddress https://t.co/ZeB36qavee",False,836767839289761792
Twitter Web Client,Sat Jan 28 20:23:52 +0000 2017,RT @POTUS: YOUR WEEKLY ADDRESS: https://t.co/iCUns5IOJ5,True,825439270156587009
Twitter Web Client,Sat Mar 25 17:04:30 +0000 2017,RT @PressSec: WATCH Weekly Address: @POTUS renews our national commitment to @NASA's mission of exploration &amp; discovery. https://t.co/PSjLr…,True,845682819150045185
Twitter for iPhone,Thu Feb 09 15:49:46 +0000 2017,"RT @POTUS: Join us live at the @WhiteHouse for the swearing in of our new Attorney General, @SenatorSessions!  
LIVE: https://t.co/cikeZjU1…",True,829718945397612547
Twitter Web Client,Thu Mar 23 16:42:32 +0000 2017,RT @POTUS: We must #RepealANDReplace #Obamacare for the millions that are suffering. Tell your Rep you support #AHCA. Locator➡️https://t.co…,True,844952515888189441
Twitter Web Client,Fri Feb 24 19:30:46 +0000 2017,.@POTUS Trump cuts through more red tape: https://t.co/KfAyQ757aq,False,835210377768075264
Twitter Web Client,Tue Mar 14 14:55:48 +0000 2017,"RT @VP: Thank you to law enforcement, first responders, and snow removal crews for helping to keep people safe during this winter storm. ht…",True,841664164410085377
